coupon_record_id,userid,coupon_type,coupon_status,create_time,update_time,sex,level,current_integral,age_group
006d377eaa9a40678099f436ca9458b1,c0f45aba3a6a4113ab87412d0e90dd57,daily_parking_coupon,unavailable,28/9/2025 16:05:01,29/9/2025 16:00:00,男,菁英会员,157610,80后
0071573c3c9644b18fadc975b9344ed6,9cbc64f62b494da584d3030f8afdd9cd,daily_parking_coupon,unavailable,8/10/2025 16:05:00,9/10/2025 16:00:00,男,菁英会员,22000,90后
0074ff7677674954abf3b734fbfee962,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,31/7/2024 16:05:00,1/8/2024 16:00:00,男,菁英会员,19000,90后
00786ad6077f4df29a1f6cd0d95a136f,9c7edaccf1584f3db41cdbe2079d4f8d,daily_parking_coupon,unavailable,19/2/2026 16:05:00,20/2/2026 16:00:00,男,菁英会员,246001,90后
0079ce62d20a45f9ab49f9530578c994,491e5d7e4d4f46b58f805a10031a2483,daily_parking_coupon,unavailable,25/2/2025 16:05:00,26/2/2025 16:00:00,女,菁英会员,913728,90后
007a5b75290a421b8de11b4ef1b07ee2,751695cc49824f758de3bae9654a0266,daily_parking_coupon,unavailable,7/8/2024 16:05:00,8/8/2024 16:00:00,男,菁英会员,6279210,80后
007f04a6b5364d05960a648b40759c53,5c68f5298c08453c8ab17b23aaf6107c,daily_parking_coupon,unavailable,25/1/2026 16:05:00,26/1/2026 16:00:00,女,菁英会员,17050,80后
0083e6b2c53948f3afdeb83ea9458aa8,371144ae00874a54810c35b22d695e18,daily_parking_coupon,unavailable,2/3/2026 16:05:00,3/3/2026 16:00:00,男,菁英会员,110000,70后
0087c2181f3349bd8e8d32c84eece4c8,5a8493e69d69415daad10da33b657d4f,daily_parking_coupon,unavailable,30/4/2024 16:05:00,1/5/2024 16:00:00,女,菁英会员,0,00后
008e1c50fea54997a5b284de498439c6,58c2018af87c48919a45b991594bf654,daily_parking_coupon,unavailable,1/1/2024 16:05:00,2/1/2024 16:00:00,男,菁英会员,0,90后
0090cb36263840ca8d9a86aa60bba435,148ceacc3edd4392866f74bc197048a0,daily_parking_coupon,unavailable,29/9/2022 16:05:00,30/9/2022 16:00:00,未知,平台会员,0,未知
00980dd351a14088b7a901ca5f139f37,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,20/11/2024 16:05:00,21/11/2024 16:00:00,女,菁英会员,0,90后
0098d8bb666043dfb3ddc60f445ba15f,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,13/1/2026 16:05:00,14/1/2026 16:00:00,男,菁英会员,19000,90后
00a437c1f3354300b7e416ce13fabcd6,952fd372ce2a48f2ba6107e4774d63a3,daily_parking_coupon,unavailable,28/11/2024 16:05:00,29/11/2024 16:00:00,男,菁英会员,49384,未知
00a9ec7d343d41ce8b9dd57ebcf3cc30,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,6/2/2023 16:05:00,7/2/2023 16:00:00,女,菁英会员,0,90后
00b4318cac654e3cacd3d73c28b3a0e8,58c2018af87c48919a45b991594bf654,daily_parking_coupon,unavailable,22/4/2024 16:05:00,23/4/2024 16:00:00,男,菁英会员,0,90后
00b749e0646a4e098fffec753fe99681,148ceacc3edd4392866f74bc197048a0,daily_parking_coupon,unavailable,5/3/2023 16:05:00,6/3/2023 16:00:00,未知,平台会员,0,未知
00bd20c20e6b4613a1233a2a0c6fd46d,eec990e8701e4d708d0f420a8a13d22d,daily_parking_coupon,unavailable,19/3/2025 16:05:00,20/3/2025 16:00:00,男,菁英会员,12000,90后
00c3e70365fb4bc2b314fca8c13cf54e,491e5d7e4d4f46b58f805a10031a2483,daily_parking_coupon,unavailable,9/4/2024 16:05:00,10/4/2024 16:00:00,女,菁英会员,913728,90后
00cb3e6a3b9c4d1ea53a35048d990e46,952fd372ce2a48f2ba6107e4774d63a3,daily_parking_coupon,unavailable,15/8/2022 16:05:00,16/8/2022 16:00:00,男,菁英会员,49384,未知
00d3bc77e07f4f04874da61bfe97d8d5,491e5d7e4d4f46b58f805a10031a2483,daily_parking_coupon,unavailable,17/4/2025 16:05:00,18/4/2025 16:00:00,女,菁英会员,913728,90后
00d4f9dd29dc4e69977a8a2d28358a04,c4316ab514334c13a3842f731b7b1959,daily_parking_coupon,unavailable,1/8/2024 16:05:00,2/8/2024 16:00:00,女,菁英会员,23179,90后
00d81b91b9b94c4e98b607cb21ed8d98,9cbc64f62b494da584d3030f8afdd9cd,daily_parking_coupon,unavailable,7/7/2024 16:05:00,8/7/2024 16:00:00,男,菁英会员,22000,90后
00d8ae8dbc8348af899ade97827419a3,984e09ea57044a9db13e077bb01daec0,daily_parking_coupon,unavailable,28/1/2026 16:05:00,29/1/2026 16:00:00,未知,菁英会员,343445,未知
00de1dcf7c0a4c0d869e872be036e983,5a8493e69d69415daad10da33b657d4f,daily_parking_coupon,unavailable,31/10/2022 16:05:00,1/11/2022 16:00:00,女,菁英会员,0,00后
00e421f9e6884169bda4e7b709efe42a,58c2018af87c48919a45b991594bf654,daily_parking_coupon,unavailable,31/5/2026 16:05:01,1/6/2026 16:00:00,男,菁英会员,0,90后
00ea72b19f4d46798bce0330ba396687,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,17/10/2024 16:05:00,18/10/2024 16:00:00,男,菁英会员,19000,90后
00f09a9bd3604f3eb250c6119494bca0,0fc0cfb54a2d45669d1b661fd0b11fa5,daily_parking_coupon,unavailable,28/7/2025 16:05:00,29/7/2025 16:00:00,未知,菁英会员,650000,未知
00f4213378944aac893f0209fb186da5,5a8493e69d69415daad10da33b657d4f,daily_parking_coupon,unavailable,8/4/2025 16:05:00,9/4/2025 16:00:00,女,菁英会员,0,00后
00f495e4535743b2bc9b248ddaf9d1cc,952fd372ce2a48f2ba6107e4774d63a3,daily_parking_coupon,unavailable,9/4/2025 16:05:01,10/4/2025 16:00:00,男,菁英会员,49384,未知
00fb3ee20a9d4105bd6cc8a0bea0ff4e,9cbc64f62b494da584d3030f8afdd9cd,daily_parking_coupon,unavailable,26/10/2023 16:05:00,27/10/2023 16:00:00,男,菁英会员,22000,90后
00fd4ac9b6b34b099fb563bf57bdd1c2,c0f45aba3a6a4113ab87412d0e90dd57,daily_parking_coupon,unavailable,8/10/2024 16:05:00,9/10/2024 16:00:00,男,菁英会员,157610,80后
00fd88c446c440deabadbcd08e15c69d,491e5d7e4d4f46b58f805a10031a2483,daily_parking_coupon,unavailable,28/1/2024 16:05:00,29/1/2024 16:00:00,女,菁英会员,913728,90后
00fe8b0dbcdf403681e0e10cb305f7fb,5c68f5298c08453c8ab17b23aaf6107c,daily_parking_coupon,unavailable,29/6/2025 16:05:00,30/6/2025 16:00:00,女,菁英会员,17050,80后
010107be49d94ebfbddc305a08b3172c,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,7/12/2023 16:05:00,8/12/2023 16:00:00,男,菁英会员,19000,90后
0106d52b70274401814e3287a9f483b3,5a8493e69d69415daad10da33b657d4f,daily_parking_coupon,unavailable,27/7/2023 16:05:00,28/7/2023 16:00:00,女,菁英会员,0,00后
010a869508874bb18b393661d84ac9a1,a47a3b4032ba44abbf4d20efbbd558ca,daily_parking_coupon,unavailable,31/1/2023 16:05:00,1/2/2023 16:00:00,女,菁英会员,0,80后
010d83e5a21b4f97b5ca2be13d58e6e8,eec990e8701e4d708d0f420a8a13d22d,daily_parking_coupon,unavailable,7/3/2024 16:05:00,8/3/2024 16:00:00,男,菁英会员,12000,90后
010edbc6759946e88f57e74dc9d97de6,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,6/9/2023 16:05:00,7/9/2023 16:00:00,男,菁英会员,19000,90后
011bec32b0b8456298fde8910d003733,ba718fcfcd0a486fa1e7172ccd27e2b0,user_exchange,unavailable,16/12/2025 04:42:27,30/12/2025 16:00:00,男,菁英会员,131000,90后
012a6c0e3ea34be1b89b4f02a45335bb,c0f45aba3a6a4113ab87412d0e90dd57,daily_parking_coupon,unavailable,29/8/2024 16:05:01,30/8/2024 16:00:00,男,菁英会员,157610,80后
0130449130c84c638facfbead88a2a88,fb7d5db3330b4cf09c846f701e9ab2da,daily_parking_coupon,unavailable,19/9/2024 16:05:00,20/9/2024 16:00:00,男,菁英会员,573642,00后
013214f248ad40d3b86325680e67bc80,05f6309b98aa4d2ab4591caa65f1d372,other,unavailable,9/2/2022 03:57:36,11/3/2022 16:00:00,女,菁英会员,0,80后
01324f2998594d7c88367dc48bc6121f,491e5d7e4d4f46b58f805a10031a2483,daily_parking_coupon,unavailable,1/6/2025 16:05:00,2/6/2025 16:00:00,女,菁英会员,913728,90后
0136b5e6c757493f96bbf455925f9af4,952fd372ce2a48f2ba6107e4774d63a3,daily_parking_coupon,unavailable,29/2/2024 16:05:00,1/3/2024 16:00:00,男,菁英会员,49384,未知
0137e7ce4c824bb7834e070c3289a482,fb7d5db3330b4cf09c846f701e9ab2da,daily_parking_coupon,unavailable,27/11/2025 16:05:00,28/11/2025 16:00:00,男,菁英会员,573642,00后
0142371332384548b92bb53caf1933ca,c4316ab514334c13a3842f731b7b1959,daily_parking_coupon,unavailable,19/8/2024 16:05:00,20/8/2024 16:00:00,女,菁英会员,23179,90后
01451c765b324ad486f7216a71b2b71b,fb7d5db3330b4cf09c846f701e9ab2da,upgradelevel_parking_coupon,unavailable,31/1/2024 06:20:34,1/3/2024 16:00:00,男,菁英会员,573642,00后
0146618978a54b5d9fc82fbb5e7986d9,a47a3b4032ba44abbf4d20efbbd558ca,daily_parking_coupon,unavailable,12/6/2024 16:05:00,13/6/2024 16:00:00,女,菁英会员,0,80后
014a28af80d74be5a711a3bbc0fb5125,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,5/11/2025 16:05:00,6/11/2025 16:00:00,女,菁英会员,0,90后
014a51901da946dda5b1848c4d20c648,a47a3b4032ba44abbf4d20efbbd558ca,daily_parking_coupon,unavailable,15/12/2022 16:05:00,16/12/2022 16:00:00,女,菁英会员,0,80后
014cf831afa54e06951abb25abc1b9f8,f56aa5e066eb4dcd84f2af1766d778af,upgradelevel_parking_coupon,takeback,21/2/2023 07:22:50,21/2/2023 07:23:25,女,菁英会员,200155,90后
014fc36bfa6b475cb35120f9e256a71b,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,6/3/2024 16:05:00,7/3/2024 16:00:00,男,菁英会员,19000,90后
01522b24f173461caaadcaacbbfa49b3,751695cc49824f758de3bae9654a0266,daily_parking_coupon,unavailable,21/1/2024 16:05:00,22/1/2024 16:00:00,男,菁英会员,6279210,80后
01530369f76c4b8c9631e1803296c4a2,0fc0cfb54a2d45669d1b661fd0b11fa5,daily_parking_coupon,unavailable,7/5/2026 16:05:00,8/5/2026 16:00:00,未知,菁英会员,650000,未知
01554dcd72904d8cac2e5352f9326cda,319d1c409925465688730f0c17f11c88,daily_parking_coupon,unavailable,11/6/2026 16:05:00,12/6/2026 16:00:00,男,菁英会员,109102,90后
01599c598a35467696edf710c79faea4,05f6309b98aa4d2ab4591caa65f1d372,daily_parking_coupon,unavailable,6/4/2026 16:05:01,7/4/2026 16:00:00,女,菁英会员,0,80后
015adf47c95842859c5e340f1636ddf2,f56aa5e066eb4dcd84f2af1766d778af,consumption_parking_coupon,unavailable,23/6/2025 05:17:29,23/6/2025 16:00:00,女,菁英会员,200155,90后
015c5e3c9f8c404495936288b874b68f,a47a3b4032ba44abbf4d20efbbd558ca,daily_parking_coupon,unavailable,26/10/2023 16:05:00,27/10/2023 16:00:00,女,菁英会员,0,80后
015d7856d46d4631a23bd43214a08189,a47a3b4032ba44abbf4d20efbbd558ca,daily_parking_coupon,unavailable,26/10/2025 16:05:00,27/10/2025 16:00:00,女,菁英会员,0,80后
01619c52549b439a8951057e0ba70802,a47a3b4032ba44abbf4d20efbbd558ca,daily_parking_coupon,unavailable,23/11/2023 16:05:00,24/11/2023 16:00:00,女,菁英会员,0,80后
01639f6d47b246b1a008e0e63dc39501,9cbc64f62b494da584d3030f8afdd9cd,daily_parking_coupon,unavailable,20/5/2026 16:05:00,21/5/2026 16:00:00,男,菁英会员,22000,90后
016500d28e2041feab8965b42d525628,5c68f5298c08453c8ab17b23aaf6107c,daily_parking_coupon,unavailable,14/3/2024 16:05:00,15/3/2024 16:00:00,女,菁英会员,17050,80后
016d3d967aa849538c9f12aea175880b,c4316ab514334c13a3842f731b7b1959,daily_parking_coupon,unavailable,5/5/2025 16:05:00,6/5/2025 16:00:00,女,菁英会员,23179,90后
01754f9ea33c4965ae8809478e53d43f,58c2018af87c48919a45b991594bf654,daily_parking_coupon,unavailable,17/8/2023 16:05:00,18/8/2023 16:00:00,男,菁英会员,0,90后
0176d3e52b6e49379f82349fb1d5fa68,58c2018af87c48919a45b991594bf654,daily_parking_coupon,unavailable,9/12/2025 16:05:00,10/12/2025 16:00:00,男,菁英会员,0,90后
0177603a836440c5aed88b374013869a,b4db7aba29044a19a260cba4c475fd3c,other,unavailable,9/6/2022 08:31:11,9/6/2022 10:00:00,未知,平台会员,0,未知
01787d3b364441b1bc1a3ab2d6cea41d,371144ae00874a54810c35b22d695e18,daily_parking_coupon,unavailable,18/2/2026 16:05:00,19/2/2026 16:00:00,男,菁英会员,110000,70后
017bf5a05f574b298c2a3f8c8ab229db,5f11aa9ddf52423090ca627616f905ad,upgradelevel_parking_coupon,unavailable,24/10/2025 05:39:48,23/11/2025 16:00:00,未知,菁英会员,232402,未知
017da24738c8493c9b1404df8a5ba549,319d1c409925465688730f0c17f11c88,daily_parking_coupon,unavailable,29/4/2026 16:05:00,30/4/2026 16:00:00,男,菁英会员,109102,90后
0180b6726164422f9163278419c9a7ae,0fc0cfb54a2d45669d1b661fd0b11fa5,daily_parking_coupon,unavailable,19/2/2026 16:05:00,20/2/2026 16:00:00,未知,菁英会员,650000,未知
0186863ac59b4dcaa00f3041e7271c47,fb7d5db3330b4cf09c846f701e9ab2da,daily_parking_coupon,delete,27/11/2023 16:05:00,28/11/2023 09:34:23,男,菁英会员,573642,00后
018a9f2f5dc044eaa5e8c8c5315fbf32,eec990e8701e4d708d0f420a8a13d22d,daily_parking_coupon,unavailable,25/11/2025 16:05:00,26/11/2025 16:00:00,男,菁英会员,12000,90后
018b1b75c0b8455c9b9611097ea205ee,952fd372ce2a48f2ba6107e4774d63a3,daily_parking_coupon,unavailable,30/7/2025 16:05:00,31/7/2025 16:00:00,男,菁英会员,49384,未知
018f359d5ebb4999960db0582a029175,952fd372ce2a48f2ba6107e4774d63a3,daily_parking_coupon,unavailable,5/2/2024 16:05:01,6/2/2024 16:00:00,男,菁英会员,49384,未知
0191227c86d145b081b18f6aeba62346,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,2/6/2025 16:05:00,3/6/2025 16:00:00,女,菁英会员,0,90后
0193345e5a684de185ab92857366d097,e0f16d7af02c4092a512741df348a16c,daily_parking_coupon,unavailable,16/12/2025 05:02:27,16/12/2025 16:00:00,女,菁英会员,100000,90后
0199f01d14b844efa88e4a0b1aefccd9,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,19/9/2024 16:05:00,20/9/2024 16:00:00,女,菁英会员,0,90后
019d9a04bb40491da2d31578c0996b67,58c2018af87c48919a45b991594bf654,daily_parking_coupon,unavailable,3/11/2024 16:05:00,4/11/2024 16:00:00,男,菁英会员,0,90后
019ea47b6c97405d90b6006b6e7a6905,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,30/10/2025 16:05:00,31/10/2025 16:00:00,女,菁英会员,0,90后
01a395453f3d466e8c0a9232163400e1,58c2018af87c48919a45b991594bf654,daily_parking_coupon,unavailable,17/10/2023 16:05:00,18/10/2023 16:00:00,男,菁英会员,0,90后
01bbe5056ba94588b3ff1b82d81970ea,a47a3b4032ba44abbf4d20efbbd558ca,daily_parking_coupon,unavailable,26/2/2024 16:05:00,27/2/2024 16:00:00,女,菁英会员,0,80后
01c2c863d7404263b9e5ced1bca72f3f,5a8493e69d69415daad10da33b657d4f,daily_parking_coupon,unavailable,3/9/2025 16:05:00,4/9/2025 16:00:00,女,菁英会员,0,00后
01c9bfe79d47481fab8b8775e06d658a,5c68f5298c08453c8ab17b23aaf6107c,daily_parking_coupon,unavailable,12/2/2024 16:05:00,13/2/2024 16:00:00,女,菁英会员,17050,80后
01cd23f8fc054bfeaafc29acd7d12f37,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,3/11/2025 16:05:00,4/11/2025 16:00:00,男,菁英会员,19000,90后
01d3eb748d904948bab389dccb9c18e2,c4316ab514334c13a3842f731b7b1959,daily_parking_coupon,unavailable,4/1/2026 16:05:00,5/1/2026 16:00:00,女,菁英会员,23179,90后
01dd14ab13b64c348264c36875800a4f,58c2018af87c48919a45b991594bf654,daily_parking_coupon,unavailable,14/3/2023 16:05:00,15/3/2023 16:00:00,男,菁英会员,0,90后
01e9e9cc3a4b4d3a8119fd4b0af3b4fa,c4316ab514334c13a3842f731b7b1959,daily_parking_coupon,unavailable,2/2/2026 16:05:00,3/2/2026 16:00:00,女,菁英会员,23179,90后
01eda86657c8422886613531ba6203b2,952fd372ce2a48f2ba6107e4774d63a3,daily_parking_coupon,unavailable,22/4/2026 16:05:01,23/4/2026 16:00:00,男,菁英会员,49384,未知
01f4a9995cd94c8db628f6a3658661a0,58c2018af87c48919a45b991594bf654,daily_parking_coupon,unavailable,19/3/2025 16:05:00,20/3/2025 16:00:00,男,菁英会员,0,90后
01f69c4801b84d808cc47193948cf5e7,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,6/7/2025 16:05:00,7/7/2025 16:00:00,男,菁英会员,19000,90后
01f746b17cfb479781d650b4a1430667,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,14/7/2025 16:05:00,15/7/2025 16:00:00,男,菁英会员,19000,90后
01f975ceecda4e15a13ade87047dc2d9,c0f45aba3a6a4113ab87412d0e90dd57,daily_parking_coupon,unavailable,20/7/2025 16:05:00,21/7/2025 16:00:00,男,菁英会员,157610,80后
02008fa1473a41b2adaeb1b216336a1e,a47a3b4032ba44abbf4d20efbbd558ca,daily_parking_coupon,unavailable,29/5/2024 16:05:00,30/5/2024 16:00:00,女,菁英会员,0,80后
020b9b8cf64c48f98460096f95877370,0fc0cfb54a2d45669d1b661fd0b11fa5,user_exchange,unavailable,16/12/2025 05:04:25,30/12/2025 16:00:01,未知,菁英会员,650000,未知
020eeea28d57434390cb0db2eedfd1ca,c0f45aba3a6a4113ab87412d0e90dd57,daily_parking_coupon,unavailable,18/9/2025 16:05:00,19/9/2025 16:00:00,男,菁英会员,157610,80后
02156d1dfcac40d387e00b5f03e21dc5,491e5d7e4d4f46b58f805a10031a2483,daily_parking_coupon,unavailable,10/8/2025 16:05:00,11/8/2025 16:00:00,女,菁英会员,913728,90后
021a78dac00243af8f1844ef95d3d304,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,27/7/2025 16:05:00,28/7/2025 16:00:00,女,菁英会员,0,90后
0225377ad8914d4a946ba7f3ad5623fe,5a8493e69d69415daad10da33b657d4f,daily_parking_coupon,unavailable,5/1/2025 16:05:00,6/1/2025 16:00:00,女,菁英会员,0,00后
0229a6661c684bb8ab7cd4105296c982,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,30/5/2023 16:05:00,31/5/2023 16:00:00,女,菁英会员,0,90后
022ab95f8b0a4fa0852fb9c5a8df9169,c4316ab514334c13a3842f731b7b1959,daily_parking_coupon,unavailable,8/1/2024 16:05:00,9/1/2024 16:00:00,女,菁英会员,23179,90后
0231ac9f850e438995116c3473eb6317,5f11aa9ddf52423090ca627616f905ad,daily_parking_coupon,unavailable,15/1/2026 16:05:00,16/1/2026 16:00:00,未知,菁英会员,232402,未知
0231ca9a73fb47c3ad6254107679f78f,491e5d7e4d4f46b58f805a10031a2483,daily_parking_coupon,unavailable,25/11/2025 16:05:00,26/11/2025 16:00:00,女,菁英会员,913728,90后
02369d72069243b6b896a5c6864244dd,c4316ab514334c13a3842f731b7b1959,daily_parking_coupon,unavailable,17/11/2025 16:05:00,18/11/2025 16:00:00,女,菁英会员,23179,90后
0237f884fdae408182de8e7c132e106e,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,24/4/2023 16:05:00,25/4/2023 16:00:00,女,菁英会员,0,90后
023a93953ea041658e6896dd57012d2f,a47a3b4032ba44abbf4d20efbbd558ca,daily_parking_coupon,unavailable,16/5/2023 16:05:00,17/5/2023 16:00:00,女,菁英会员,0,80后
023c89c6aebe4307a715ef4a58b2d534,5c68f5298c08453c8ab17b23aaf6107c,daily_parking_coupon,unavailable,15/6/2025 16:05:00,16/6/2025 16:00:00,女,菁英会员,17050,80后
02417a1aaaa447fd83d64e244665455c,491e5d7e4d4f46b58f805a10031a2483,user_exchange,unavailable,17/12/2025 08:32:29,30/12/2025 16:01:00,女,菁英会员,913728,90后
0243dbb57cd644d38ccd51859fa38831,8bf1fbb8a884491193f8c1882e054d75,daily_parking_coupon,unavailable,9/4/2026 16:05:01,10/4/2026 16:00:00,男,菁英会员,19000,90后
024b56d09fc34e0e8aa35e4592e6dc17,491e5d7e4d4f46b58f805a10031a2483,daily_parking_coupon,unavailable,8/12/2025 16:05:00,9/12/2025 16:00:00,女,菁英会员,913728,90后
0253668431d6471189ab3c8b6b884637,751695cc49824f758de3bae9654a0266,daily_parking_coupon,unavailable,9/3/2026 16:05:01,10/3/2026 16:00:00,男,菁英会员,6279210,80后
0253d2d5d9a84ed799ba7ca2e954f3c6,ac25edadd9f045c0b278bfffdbc362f3,daily_parking_coupon,unavailable,25/2/2025 16:05:00,26/2/2025 16:00:00,女,菁英会员,0,90后
0268c83234e44df3b06edf57a16b29dd,fb7d5db3330b4cf09c846f701e9ab2da,upgradelevel_parking_coupon,unavailable,6/9/2023 04:04:31,6/10/2023 16:00:00,男,菁英会员,573642,00后
02694256efc041f6a1ff2362c905a3f7,491e5d7e4d4f46b58f805a10031a2483,daily_parking_coupon,unavailable,28/4/2026 16:05:01,29/4/2026 16:00:00,女,菁英会员,913728,90后
0269af6eeda246ccac4d9c29a7dcba05,c4316ab514334c13a3842f731b7b1959,daily_parking_coupon,unavailable,28/9/2023 16:05:00,29/9/2023 16:00:00,女,菁英会员,23179,90后
026e138108eb42d3bb218e728272d683,952fd372ce2a48f2ba6107e4774d63a3,daily_parking_coupon,unavailable,3/12/2024 16:05:00,4/12/2024 16:00:00,男,菁英会员,49384,未知
026e274e7dcf46149c5fdf7b83a89ff7,fb7d5db3330b4cf09c846f701e9ab2da,daily_parking_coupon,unavailable,5/4/2026 16:05:00,6/4/2026 16:00:00,男,菁英会员,573642,00后
026f407a5413477ab788e61df2093edd,c0f45aba3a6a4113ab87412d0e90dd57,daily_parking_coupon,unavailable,31/12/2024 16:05:01,1/1/2025 16:00:00,男,菁英会员,157610,80后
027112f79c814293b19a70bff12fbef4,9cbc64f62b494da584d3030f8afdd9cd,daily_parking_coupon,unavailable,19/3/2024 16:05:00,20/3/2024 16:00:00,男,菁英会员,22000,90后
0271e091269346fb929ff09c4ca5119f,fb7d5db3330b4cf09c846f701e9ab2da,daily_parking_coupon,unavailable,6/3/2024 16:05:00,7/3/2024 16:00:00,男,菁英会员,573642,00后
